"","Order","ID","FID_1","FirstID","SecondID","ThirdID","FourthID","FifthID","SixithID","SeventhID","CU_n","East","North","Unit","Site","Subsite","Area_m2","Area_ha","Time","PreXM_taq","NewPoly","Pct_XM_Ceramics","CerAbund","Wrong.a","Notes.a","Func1","Func1_d","Func2","Func2_d","Arch1","Arch1_d","Arch2","Arch2_d","H2020_1","H2020_2","H2020_3","H2020_Wkshp","Ang_Func","Ang_Func_d","Ang_Pop_calc","Ang_Area_m2","Ang_HH1","Ang_perHHArea","Ang_Incl","AnnieNew","Small","SmallGroup","Flag_AptCompClass","ReclassAng","ReclassAng_notes","ReclassH2020","ReclassH2020_notes","ClassBy","XM_c","XM_f","XM_d","XM_group_c","XM_group_f","XM_group_d","XM_macro_c","XM_macro_f","XM_macro_d","XM_DwellingUnits","XM_Pop","Unoccu","Flag","Flag_notes","Flag_code","AnnieRev","AnnieRev_Notes","Ring","StatusDiff","Workshop","Include","DELETE","DELETE_notes","OffMap","NoColUnit","Notes","XM_PersonsPerDwellingUnit"
"2261",2253,994,994,3046,NA,NA,NA,NA,NA,NA,1,516817.6531,2177562.006,"N4E2","4","NONE",694.365,0.0694365,"",0,0,0,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",17.95806352,787,2,394,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.14111933395005,15.8442830712303,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2262",2254,995,995,3086,NA,NA,NA,NA,NA,NA,1,516836.8931,2177547.794,"N4E2","38","NONE",179.765,0.0179765,"",0,0,0,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",4.654949121,204,1,204,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",0.55431699044095,4.10194572926303,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2263",2255,996,996,3083,NA,NA,NA,NA,NA,NA,1,516864.3261,2177530.48,"N4E2","37","A",1165.506,0.1165506,"",0,0,0,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",30.41689793,1333,4,333,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.59391304347826,26.5949565217391,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2264",2256,997,997,3057,NA,NA,NA,NA,NA,NA,1,516901.5986,2177556.566,"N4E2","16","NONE",750.666,0.0750666,"",0,0,0,3,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",19.60098674,859,3,286,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.31472710453284,17.128980573543,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2265",2257,998,998,3087,NA,NA,NA,NA,NA,NA,1,516905.241,2177504.516,"N4E2","39","NONE",1608.015,0.1608015,"",0,0,0,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",41.59790318,1823,6,304,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.95841813135985,36.6922941720629,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2266",2258,999,999,3085,NA,NA,NA,NA,NA,NA,1,516850.0419,2177484.735,"N4E2","37","C",1199.096,0.1199096,"",0,0,0.02,4,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",31.23835954,1369,4,342,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.69748997841505,27.3614258402714,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2267",2259,1000,1000,3081,NA,NA,NA,NA,NA,NA,1,516809.6895,2177482.42,"N4E2","36","ETC",1087.487,0.1087487,"",0,0,0.022727273,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",28.13506013,1233,4,308,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.35333641689793,24.8146894850447,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2268",2260,1001,1001,3078,NA,NA,NA,NA,NA,NA,1,516805.9806,2177527.196,"N4E2","33","A",2116.686,0.2116686,"",0,0,0.027027027,-1,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",54.76410731,2400,7,343,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.52693802035153,48.2993413506013,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2269",2261,1002,1002,3074,NA,NA,NA,NA,NA,NA,1,516770.1243,2177560.124,"N4E2","31","D",484.969,0.0484969,"",0,0,0.03125,4,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",12.55010792,550,2,275,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.4954332408264,11.0662059821153,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2270",2262,1003,1003,3072,NA,NA,NA,NA,NA,NA,1,516732.487,2177571.934,"N4E2","31","B",515.588,0.0515588,"",0,0,0.022727273,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",13.34875116,585,2,292,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.58984890533457,11.7648818994758,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2271",2263,1004,1004,3076,NA,NA,NA,NA,NA,NA,1,516724.3847,2177538.088,"N4E2","31","G",487.933,0.0487933,"",0,0,0.062992126,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",13.48566142,591,2,296,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.50457292630281,11.1338396546408,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2272",2264,1005,1005,3073,NA,NA,NA,NA,NA,NA,1,516741.4618,2177533.197,"N4E2","31","C",394.1,0.03941,"",0,0,0.022727273,-1,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",10.86154795,476,1,476,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.21523280912735,8.9927227875424,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2273",2265,1006,1006,3075,NA,NA,NA,NA,NA,NA,1,516761.806,2177524.895,"N4E2","31","F",355.579,0.0355579,"",0,0,0,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",9.195806352,403,1,403,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.09645081714462,8.11373604687018,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2274",2266,1007,1007,3080,NA,NA,NA,NA,NA,NA,1,516714.1545,2177490.704,"N4E2","35","NONE",1599.125,0.1599125,"",0,0,0.070422535,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",42.23681776,1851,6,308,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.93100524205982,36.4894387912427,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2275",2267,1008,1008,3077,NA,NA,NA,NA,NA,NA,1,516743.8971,2177479.794,"N4E2","32","NONE",1504.304,0.1504304,"",0,0,0.079710145,7,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",39.95497996,1751,5,350,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.6386185630589,34.3257773666358,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2276",2268,1009,1009,3117,NA,NA,NA,NA,NA,NA,1,517041.7618,2177511.634,"N4E2","64","NONE",3191.327,0.3191327,"",0,0,0.041551247,7,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",82.57971014,3619,11,329,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",9.84066296638915,72.8209059512797,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2277",2269,1010,1010,3047,NA,NA,NA,NA,NA,NA,1,516816.7979,2177696.313,"N4E2","5","NONE",5043.449,0.5043449,"",0,0,0.056856187,5,"","",2,"intermediate status residence",4,"high status residence",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",130.498304,5719,18,318,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",15.5518008017268,115.083325932778,NA,0,"","",NA,"",2,1,0,1,0,NA,0,0,"",7.4
"2278",2270,1011,1011,3059,NA,NA,NA,NA,NA,NA,1,516747.695,2177892.12,"N4E2","18","NONE",369.731,0.0369731,"",0,0,0.068965517,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",9.652173913,423,1,423,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.14008942337342,8.43666173296331,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2279",2271,1012,1012,3060,NA,NA,NA,NA,NA,NA,1,516720.6778,2177797.028,"N4E2","19","NONE",172.784,0.0172784,"",0,0,0.046511628,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",4.381128585,192,1,192,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",0.532790625963614,3.94265063213074,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2280",2272,1013,1013,2997,NA,NA,NA,NA,NA,NA,1,516905.2885,2178223.211,"N5E2","4","NONE",3672.058,0.3672058,"",0,0,0,2,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",95.79155103,4198,13,323,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",11.3230280604379,83.7904076472402,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2281",2273,1014,1014,2998,NA,NA,NA,NA,NA,NA,1,516977.9048,2178285.323,"N5E2","5","NONE",4105.605,0.4105605,"",0,0,0.183673469,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",106.2423682,4656,14,333,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",12.6598982423682,93.6832469935245,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2282",2274,1015,1015,3000,NA,NA,NA,NA,NA,NA,1,517003.2344,2178204.606,"N5E2","7","NONE",1666.157,0.1666157,"",0,0,0.127659574,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",43.12673451,1890,6,315,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.13770274437249,38.0190003083565,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2283",2275,1016,1016,3011,NA,NA,NA,NA,NA,NA,1,516817.7437,2178105.31,"N5E2","18","NONE",719.014,0.0719014,"",0,0,0,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",18.59697811,815,3,272,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.21712611779217,16.406733271662,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2284",2276,1017,1017,3001,NA,NA,NA,NA,NA,NA,1,516901.8103,2178147.771,"N5E2","8","NONE",3176.29,0.317629,"",0,0,0.009345794,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",82.19179772,3602,11,327,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",9.79429540548874,72.4777860006167,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2285",2277,1018,1018,3010,NA,NA,NA,NA,NA,NA,1,516853.8336,2178109.21,"N5E2","17","NONE",1036.052,0.1036052,"",0,0,0,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",26.8115942,1175,4,294,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.19473327166204,23.6410262102991,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2286",2278,1019,1019,2995,NA,NA,NA,NA,NA,NA,1,516936.7467,2178070.923,"N5E2","2","NONE",2625.199,0.2625199,"",0,0,0.039370079,4,"","",2,"intermediate status residence",7,"temple platform",4,"apartment compound",5,"temple base (incl. platforms & multi-tiered platforms)","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",67.93031144,2977,9,331,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",8.09497070613629,59.9027832254086,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2287",2279,1020,1020,3006,3004,NA,NA,NA,NA,NA,2,516871.3968,2178035.66,"N5E2","13","NONE",1369.891,0.1369891,"",0,0,0,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",35.45975948,1554,5,311,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.22414739438791,31.2586907184706,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
